,Country,Code,Indicator,Year,Co2_per
6586,Federación de Rusia,RUS,Emisiones de CO2 (toneladas métricas per capita),2014,11.20820771
6587,Rwanda,RWA,Emisiones de CO2 (toneladas métricas per capita),2014,0.081270527
6588,Asia meridional,SAS,Emisiones de CO2 (toneladas métricas per capita),2014,1.370497838
6589,Arabia Saudita,SAU,Emisiones de CO2 (toneladas métricas per capita),2014,16.82523613
6590,Sudan,SDN,Emisiones de CO2 (toneladas métricas per capita),2014,0.450190247
6591,Senegal,SEN,Emisiones de CO2 (toneladas métricas per capita),2014,0.613587045
6592,Singapur,SGP,Emisiones de CO2 (toneladas métricas per capita),2014,8.117137172
6593,Islas Salomon,SLB,Emisiones de CO2 (toneladas métricas per capita),2014,0.570328521
6594,Sierra Leona,SLE,Emisiones de CO2 (toneladas métricas per capita),2014,0.15931238
6595,El Salvador,SLV,Emisiones de CO2 (toneladas métricas per capita),2014,1.061626926
6596,San Marino,SMR,Emisiones de CO2 (toneladas métricas per capita),2014,
6597,Somalia,SOM,Emisiones de CO2 (toneladas métricas per capita),2014,0.048530212
6598,Serbia,SRB,Emisiones de CO2 (toneladas métricas per capita),2014,5.466697221
6599,Africa al sur del Sahara (excluido altos ingresos),SSA,Emisiones de CO2 (toneladas métricas per capita),2014,0.802481827
6600,Sudan del Sur,SSD,Emisiones de CO2 (toneladas métricas per capita),2014,0.135517838
6601,Africa al sur del Sahara,SSF,Emisiones de CO2 (toneladas métricas per capita),2014,0.802872437
6602,Pequeños Estados,SST,Emisiones de CO2 (toneladas métricas per capita),2014,5.939662306
6603,Santo Tome y Principe,STP,Emisiones de CO2 (toneladas métricas per capita),2014,0.603553472
6604,Suriname,SUR,Emisiones de CO2 (toneladas métricas per capita),2014,4.599057018
6605,Republica Eslovaca,SVK,Emisiones de CO2 (toneladas métricas per capita),2014,5.617285785
6606,Eslovenia,SVN,Emisiones de CO2 (toneladas métricas per capita),2014,6.359276036
6607,Suecia,SWE,Emisiones de CO2 (toneladas métricas per capita),2014,4.021509657
6608,Eswatini,SWZ,Emisiones de CO2 (toneladas métricas per capita),2014,0.868132503
6609,Sint Maarten (Dutch part),SXM,Emisiones de CO2 (toneladas métricas per capita),2014,
6610,Seychelles,SYC,Emisiones de CO2 (toneladas métricas per capita),2014,4.998960146
6611,Republica Arabe Siria,SYR,Emisiones de CO2 (toneladas métricas per capita),2014,1.325408156
6612,Islas Turcas y Caicos,TCA,Emisiones de CO2 (toneladas métricas per capita),2014,
6613,Chad,TCD,Emisiones de CO2 (toneladas métricas per capita),2014,0.108278189
6614,Asia oriental y el Pacífico (BIRF y la AIF),TEA,Emisiones de CO2 (toneladas métricas per capita),2014,5.644794742
6615,Europa y Asia central (BIRF y la AIF),TEC,Emisiones de CO2 (toneladas métricas per capita),2014,7.06102526
6616,Togo,TGO,Emisiones de CO2 (toneladas métricas per capita),2014,0.217949578
6617,Tailandia,THA,Emisiones de CO2 (toneladas métricas per capita),2014,3.736041694
6618,Tayikistan,TJK,Emisiones de CO2 (toneladas métricas per capita),2014,0.550493446
6619,Turkmenistan,TKM,Emisiones de CO2 (toneladas métricas per capita),2014,10.98134043
6620,America Latina y el Caribe (BIRF y la AIF),TLA,Emisiones de CO2 (toneladas métricas per capita),2014,2.88922916
6621,Timor-Leste,TLS,Emisiones de CO2 (toneladas métricas per capita),2014,0.379632521
6622,Oriente Medio y Norte de Africa (BIRF y la AIF),TMN,Emisiones de CO2 (toneladas métricas per capita),2014,3.710906741
6623,Tonga,TON,Emisiones de CO2 (toneladas métricas per capita),2014,1.063530471
6624,Asia meridional (BIRF y la AIF),TSA,Emisiones de CO2 (toneladas métricas per capita),2014,1.370497838
6625,Africa al sur del Sahara (BIRF y la AIF),TSS,Emisiones de CO2 (toneladas métricas per capita),2014,0.802872437
6626,Trinidad y Tobago,TTO,Emisiones de CO2 (toneladas métricas per capita),2014,15.17528906
6627,Tunez,TUN,Emisiones de CO2 (toneladas métricas per capita),2014,2.710310695
6628,Turquia,TUR,Emisiones de CO2 (toneladas métricas per capita),2014,4.374118966
6629,Tuvalu,TUV,Emisiones de CO2 (toneladas métricas per capita),2014,0.779888063
6630,Tanzanía,TZA,Emisiones de CO2 (toneladas métricas per capita),2014,0.198919396
6631,Uganda,UGA,Emisiones de CO2 (toneladas métricas per capita),2014,0.113169832
6632,Ucrania,UKR,Emisiones de CO2 (toneladas métricas per capita),2014,5.251101919
6633,Ingreso mediano alto,UMC,Emisiones de CO2 (toneladas métricas per capita),2014,5.855666778
6634,Uruguay,URY,Emisiones de CO2 (toneladas métricas per capita),2014,1.91658249
6635,Estados Unidos,USA,Emisiones de CO2 (toneladas métricas per capita),2014,16.04091676
6636,Uzbekistan,UZB,Emisiones de CO2 (toneladas métricas per capita),2014,3.40963401
6637,San Vicente y las Granadinas,VCT,Emisiones de CO2 (toneladas métricas per capita),2014,2.502057767
6638,Venezuela,VEN,Emisiones de CO2 (toneladas métricas per capita),2014,5.936295447
6639,Islas Virgenes Britanicas,VGB,Emisiones de CO2 (toneladas métricas per capita),2014,
6640,Islas Virgenes (EE.UU.),VIR,Emisiones de CO2 (toneladas métricas per capita),2014,
6641,Viet Nam,VNM,Emisiones de CO2 (toneladas métricas per capita),2014,1.980575457
6642,Vanuatu,VUT,Emisiones de CO2 (toneladas métricas per capita),2014,0.58867768
6643,Mundo,WLD,Emisiones de CO2 (toneladas métricas per capita),2014,4.681813043
6644,Samoa,WSM,Emisiones de CO2 (toneladas métricas per capita),2014,1.027473644
6645,Kosovo,XKX,Emisiones de CO2 (toneladas métricas per capita),2014,
6646,"Yemen, Rep. del",YEM,Emisiones de CO2 (toneladas métricas per capita),2014,0.988347189
6647,Sudafrica,ZAF,Emisiones de CO2 (toneladas métricas per capita),2014,8.191152527
6648,Zambia,ZMB,Emisiones de CO2 (toneladas métricas per capita),2014,0.297754584
6649,Zimbabwe,ZWE,Emisiones de CO2 (toneladas métricas per capita),2014,0.866838489
6650,Aruba,ABW,Emisiones de CO2 (toneladas métricas per capita),2015,
6651,,AFE,Emisiones de CO2 (toneladas métricas per capita),2015,0.960429836
6652,Afganistan,AFG,Emisiones de CO2 (toneladas métricas per capita),2015,0.297971775
6653,,AFW,Emisiones de CO2 (toneladas métricas per capita),2015,0.475576749
6654,Angola,AGO,Emisiones de CO2 (toneladas métricas per capita),2015,1.125185364
6655,Albania,ALB,Emisiones de CO2 (toneladas métricas per capita),2015,1.665218525
6656,Andorra,AND,Emisiones de CO2 (toneladas métricas per capita),2015,6.485769241
6657,El mundo arabe,ARB,Emisiones de CO2 (toneladas métricas per capita),2015,4.450524609
6658,Emiratos Arabes Unidos,ARE,Emisiones de CO2 (toneladas métricas per capita),2015,21.91450189
6659,Argentina,ARG,Emisiones de CO2 (toneladas métricas per capita),2015,4.301913806
6660,Armenia,ARM,Emisiones de CO2 (toneladas métricas per capita),2015,1.85625279
6661,Samoa Americana,ASM,Emisiones de CO2 (toneladas métricas per capita),2015,
6662,Antigua y Barbuda,ATG,Emisiones de CO2 (toneladas métricas per capita),2015,5.450239602
6663,Australia,AUS,Emisiones de CO2 (toneladas métricas per capita),2015,16.19845822
6664,Austria,AUT,Emisiones de CO2 (toneladas métricas per capita),2015,7.318859537
6665,Azerbaiyan,AZE,Emisiones de CO2 (toneladas métricas per capita),2015,3.292794814
6666,Burundi,BDI,Emisiones de CO2 (toneladas métricas per capita),2015,0.034193618
6667,Belgica,BEL,Emisiones de CO2 (toneladas métricas per capita),2015,8.434836506
6668,Benin,BEN,Emisiones de CO2 (toneladas métricas per capita),2015,0.503586324
6669,Burkina Faso,BFA,Emisiones de CO2 (toneladas métricas per capita),2015,0.2031091
6670,Bangladesh,BGD,Emisiones de CO2 (toneladas métricas per capita),2015,0.463517075
6671,Bulgaria,BGR,Emisiones de CO2 (toneladas métricas per capita),2015,6.207377524
6672,Bahrein,BHR,Emisiones de CO2 (toneladas métricas per capita),2015,22.38562499
6673,Bahamas,BHS,Emisiones de CO2 (toneladas métricas per capita),2015,5.62112774
6674,Bosnia y Herzegovina,BIH,Emisiones de CO2 (toneladas métricas per capita),2015,5.569578733
6675,Bielorrusia,BLR,Emisiones de CO2 (toneladas métricas per capita),2015,5.799689169
6676,Belice,BLZ,Emisiones de CO2 (toneladas métricas per capita),2015,1.875949993
6677,Bermudas,BMU,Emisiones de CO2 (toneladas métricas per capita),2015,
6678,Bolivia,BOL,Emisiones de CO2 (toneladas métricas per capita),2015,1.803674183
6679,Brasil,BRA,Emisiones de CO2 (toneladas métricas per capita),2015,2.365360621
6680,Barbados,BRB,Emisiones de CO2 (toneladas métricas per capita),2015,4.565435499
6681,Brunei Darussalam,BRN,Emisiones de CO2 (toneladas métricas per capita),2015,15.18067944
6682,Bhutan,BTN,Emisiones de CO2 (toneladas métricas per capita),2015,1.402040163
6683,Botswana,BWA,Emisiones de CO2 (toneladas métricas per capita),2015,3.014835776
6684,Republica Centroafricana,CAF,Emisiones de CO2 (toneladas métricas per capita),2015,0.038262556
6685,Canada,CAN,Emisiones de CO2 (toneladas métricas per capita),2015,15.64990728
6686,Europa Central y del Báltico,CEB,Emisiones de CO2 (toneladas métricas per capita),2015,6.244133257
6687,Suiza,CHE,Emisiones de CO2 (toneladas métricas per capita),2015,4.719745349
6688,Islas del Canal,CHI,Emisiones de CO2 (toneladas métricas per capita),2015,
6689,Chile,CHL,Emisiones de CO2 (toneladas métricas per capita),2015,4.603236105
6690,China,CHN,Emisiones de CO2 (toneladas métricas per capita),2015,7.145131535
6691,Cote d'Ivoire,CIV,Emisiones de CO2 (toneladas métricas per capita),2015,0.415553148
6692,Camerun,CMR,Emisiones de CO2 (toneladas métricas per capita),2015,0.369370823
6693,"Congo, Republica Democrática del",COD,Emisiones de CO2 (toneladas métricas per capita),2015,0.041082217
6694,"Congo, Republica del",COG,Emisiones de CO2 (toneladas métricas per capita),2015,1.116621047
6695,Colombia,COL,Emisiones de CO2 (toneladas métricas per capita),2015,1.719390231
6696,Comoras,COM,Emisiones de CO2 (toneladas métricas per capita),2015,0.254582206
6697,Cabo Verde,CPV,Emisiones de CO2 (toneladas métricas per capita),2015,0.905343683
6698,Costa Rica,CRI,Emisiones de CO2 (toneladas métricas per capita),2015,1.539842157
6699,Estados pequeos del Caribe,CSS,Emisiones de CO2 (toneladas métricas per capita),2015,5.437586735
6700,Cuba,CUB,Emisiones de CO2 (toneladas métricas per capita),2015,2.575844183
6701,Curacao,CUW,Emisiones de CO2 (toneladas métricas per capita),2015,
6702,Islas Caiman,CYM,Emisiones de CO2 (toneladas métricas per capita),2015,
6703,Chipre,CYP,Emisiones de CO2 (toneladas métricas per capita),2015,5.771090223
6704,Republica Checa,CZE,Emisiones de CO2 (toneladas métricas per capita),2015,9.592919971
6705,Alemania,DEU,Emisiones de CO2 (toneladas métricas per capita),2015,9.087344804
6706,Djibouti,DJI,Emisiones de CO2 (toneladas métricas per capita),2015,0.443772428
6707,Dominica,DMA,Emisiones de CO2 (toneladas métricas per capita),2015,2.584027312
6708,Dinamarca,DNK,Emisiones de CO2 (toneladas métricas per capita),2015,5.930324767
6709,Republica Dominicana,DOM,Emisiones de CO2 (toneladas métricas per capita),2015,2.267046018
6710,Argelia,DZA,Emisiones de CO2 (toneladas métricas per capita),2015,3.951960939
6711,Asia oriental y el Pacífico (excluido altos ingresos),EAP,Emisiones de CO2 (toneladas métricas per capita),2015,5.490442357
6712,inicial del dividendo demográafico,EAR,Emisiones de CO2 (toneladas métricas per capita),2015,2.159747859
6713,Asia oriental y el Pacífico,EAS,Emisiones de CO2 (toneladas métricas per capita),2015,5.8880627
6714,Europa y Asia central (excluido altos ingresos),ECA,Emisiones de CO2 (toneladas métricas per capita),2015,6.994489535
6715,Europa y Asia central,ECS,Emisiones de CO2 (toneladas métricas per capita),2015,6.6884667
6716,Ecuador,ECU,Emisiones de CO2 (toneladas métricas per capita),2015,2.555603263
6717,"Egipto, Republica Arabe de",EGY,Emisiones de CO2 (toneladas métricas per capita),2015,2.315542399
6718,Zona del Euro,EMU,Emisiones de CO2 (toneladas métricas per capita),2015,6.645929811
6719,Eritrea,ERI,Emisiones de CO2 (toneladas métricas per capita),2015,0.170927837
6720,Espana,ESP,Emisiones de CO2 (toneladas métricas per capita),2015,5.538855216
6721,Estonia,EST,Emisiones de CO2 (toneladas métricas per capita),2015,10.92977307
6722,Etiopia,ETH,Emisiones de CO2 (toneladas métricas per capita),2015,0.127315885
6723,Union Europea,EUU,Emisiones de CO2 (toneladas métricas per capita),2015,6.517123396
6724,Fragiles y situaciones de conflicto afectados,FCS,Emisiones de CO2 (toneladas métricas per capita),2015,0.952101787
6725,Finlandia,FIN,Emisiones de CO2 (toneladas métricas per capita),2015,7.813697924
6726,Fiji,FJI,Emisiones de CO2 (toneladas métricas per capita),2015,1.377889228
6727,Francia,FRA,Emisiones de CO2 (toneladas métricas per capita),2015,4.675935087
6728,Islas Feroe,FRO,Emisiones de CO2 (toneladas métricas per capita),2015,
6729,Micronesia (Estados Federados de),FSM,Emisiones de CO2 (toneladas métricas per capita),2015,1.323747054
6730,Gabon,GAB,Emisiones de CO2 (toneladas métricas per capita),2015,3.014911879
6731,Reino Unido,GBR,Emisiones de CO2 (toneladas métricas per capita),2015,6.159376361
6732,Georgia,GEO,Emisiones de CO2 (toneladas métricas per capita),2015,2.523141909
6733,Ghana,GHA,Emisiones de CO2 (toneladas métricas per capita),2015,0.49602474
6734,Gibraltar,GIB,Emisiones de CO2 (toneladas métricas per capita),2015,
6735,Guinea,GIN,Emisiones de CO2 (toneladas métricas per capita),2015,0.216953418
6736,Gambia,GMB,Emisiones de CO2 (toneladas métricas per capita),2015,0.260037912
6737,Guinea-Bissau,GNB,Emisiones de CO2 (toneladas métricas per capita),2015,0.157581198
6738,Guinea Ecuatorial,GNQ,Emisiones de CO2 (toneladas métricas per capita),2015,4.078923631
6739,Grecia,GRC,Emisiones de CO2 (toneladas métricas per capita),2015,6.285087825
6740,Granada,GRD,Emisiones de CO2 (toneladas métricas per capita),2015,2.291141368
6741,Groenlandia,GRL,Emisiones de CO2 (toneladas métricas per capita),2015,
6742,Guatemala,GTM,Emisiones de CO2 (toneladas métricas per capita),2015,1.057073109
6743,Guam,GUM,Emisiones de CO2 (toneladas métricas per capita),2015,
6744,Guyana,GUY,Emisiones de CO2 (toneladas métricas per capita),2015,2.754761063
6745,Ingreso alto,HIC,Emisiones de CO2 (toneladas métricas per capita),2015,10.20324715
6746,"Hong Kong, Región Administrativa Especial",HKG,Emisiones de CO2 (toneladas métricas per capita),2015,
6747,Honduras,HND,Emisiones de CO2 (toneladas métricas per capita),2015,1.133809708
6748,Países pobres muy endeudados (PPME),HPC,Emisiones de CO2 (toneladas métricas per capita),2015,0.267560243
6749,Croacia,HRV,Emisiones de CO2 (toneladas métricas per capita),2015,3.94953949
6750,Haití,HTI,Emisiones de CO2 (toneladas métricas per capita),2015,0.310537245
6751,Hungria,HUN,Emisiones de CO2 (toneladas métricas per capita),2015,4.407596931
6752,Solo BIRF,IBD,Emisiones de CO2 (toneladas métricas per capita),2015,4.252174171
6753,BIRF y la AIF,IBT,Emisiones de CO2 (toneladas métricas per capita),2015,3.303670558
6754,total de la AIF,IDA,Emisiones de CO2 (toneladas métricas per capita),2015,0.497056429
6755,mezcla de la AIF,IDB,Emisiones de CO2 (toneladas métricas per capita),2015,0.806681246
6756,Indonesia,IDN,Emisiones de CO2 (toneladas métricas per capita),2015,1.887564481
6757,Solo AIF,IDX,Emisiones de CO2 (toneladas métricas per capita),2015,0.341513825
6758,Isla de Man,IMN,Emisiones de CO2 (toneladas métricas per capita),2015,
6759,India,IND,Emisiones de CO2 (toneladas métricas per capita),2015,1.631323487
6760,No clasificado,INX,Emisiones de CO2 (toneladas métricas per capita),2015,
6761,Irlanda,IRL,Emisiones de CO2 (toneladas métricas per capita),2015,7.887609351
6762,"Iran, Republica Islamica del",IRN,Emisiones de CO2 (toneladas métricas per capita),2015,7.325792139
6763,Iraq,IRQ,Emisiones de CO2 (toneladas métricas per capita),2015,3.526944212
6764,Islandia,ISL,Emisiones de CO2 (toneladas métricas per capita),2015,6.219488234
6765,Israel,ISR,Emisiones de CO2 (toneladas métricas per capita),2015,7.913354256
6766,Italia,ITA,Emisiones de CO2 (toneladas métricas per capita),2015,5.563294289
6767,Jamaica,JAM,Emisiones de CO2 (toneladas métricas per capita),2015,2.536711225
6768,Jordania,JOR,Emisiones de CO2 (toneladas métricas per capita),2015,2.66573038
6769,Japon,JPN,Emisiones de CO2 (toneladas métricas per capita),2015,9.268049646
6770,Kazajstan,KAZ,Emisiones de CO2 (toneladas métricas per capita),2015,10.89105129
6771,Kenya,KEN,Emisiones de CO2 (toneladas métricas per capita),2015,0.386120074
6772,Kirguistan,KGZ,Emisiones de CO2 (toneladas métricas per capita),2015,1.723480334
6773,Camboya,KHM,Emisiones de CO2 (toneladas métricas per capita),2015,0.546949079
6774,Kiribati,KIR,Emisiones de CO2 (toneladas métricas per capita),2015,0.520105906
6775,Saint Kitts y Nevis,KNA,Emisiones de CO2 (toneladas métricas per capita),2015,4.971751412
6776,"Corea, República de",KOR,Emisiones de CO2 (toneladas métricas per capita),2015,11.91468649
6777,Kuwait,KWT,Emisiones de CO2 (toneladas métricas per capita),2015,22.77502
6778,America Latina y el Caribe (excluido altos ingresos),LAC,Emisiones de CO2 (toneladas métricas per capita),2015,2.614646484
6779,Republica Democratica Popular Lao,LAO,Emisiones de CO2 (toneladas métricas per capita),2015,1.307698847
6780,Líbano,LBN,Emisiones de CO2 (toneladas métricas per capita),2015,4.222074281
6781,Liberia,LBR,Emisiones de CO2 (toneladas métricas per capita),2015,0.270535775
6782,Libia,LBY,Emisiones de CO2 (toneladas métricas per capita),2015,8.289607872
6783,Santa Lucía,LCA,Emisiones de CO2 (toneladas métricas per capita),2015,2.853840328
6784,America Latina y el Caribe,LCN,Emisiones de CO2 (toneladas métricas per capita),2015,2.817383017
6785,Paises menos desarrollados: clasificacion de las Naciones Unidas,LDC,Emisiones de CO2 (toneladas métricas per capita),2015,0.301136362
6786,Paies de ingreso bajo,LIC,Emisiones de CO2 (toneladas métricas per capita),2015,0.248470821
6787,Liechtenstein,LIE,Emisiones de CO2 (toneladas métricas per capita),2015,4.277172909
6788,Sri Lanka,LKA,Emisiones de CO2 (toneladas métricas per capita),2015,0.901775003
6789,Paises de ingreso mediano bajo,LMC,Emisiones de CO2 (toneladas métricas per capita),2015,1.555548125
6790,Ingreso mediano y bajo,LMY,Emisiones de CO2 (toneladas métricas per capita),2015,3.246898402
6791,Lesotho,LSO,Emisiones de CO2 (toneladas métricas per capita),2015,1.012121192
6792,avanzada del dividendo demografico,LTE,Emisiones de CO2 (toneladas métricas per capita),2015,6.315799064
6793,Lituania,LTU,Emisiones de CO2 (toneladas métricas per capita),2015,3.809894282
6794,Luxemburgo,LUX,Emisiones de CO2 (toneladas métricas per capita),2015,16.03464863
6795,Letonia,LVA,Emisiones de CO2 (toneladas métricas per capita),2015,3.699519653
6796,"Region Administrativa Especial de Macao, China",MAC,Emisiones de CO2 (toneladas métricas per capita),2015,
6797,Isla de San Martín (parte francesa),MAF,Emisiones de CO2 (toneladas métricas per capita),2015,
6798,Marruecos,MAR,Emisiones de CO2 (toneladas métricas per capita),2015,1.74053353
6799,Monaco,MCO,Emisiones de CO2 (toneladas métricas per capita),2015,
6800,Republica de Moldova,MDA,Emisiones de CO2 (toneladas métricas per capita),2015,2.828160162
6801,Madagascar,MDG,Emisiones de CO2 (toneladas métricas per capita),2015,0.132173016
6802,Maldivas,MDV,Emisiones de CO2 (toneladas métricas per capita),2015,3.074736789
6803,Oriente Medio y Norte de Africa,MEA,Emisiones de CO2 (toneladas métricas per capita),2015,5.569143702
6804,Mexico,MEX,Emisiones de CO2 (toneladas métricas per capita),2015,3.925368326
6805,Islas Marshall,MHL,Emisiones de CO2 (toneladas métricas per capita),2015,2.960939081
6806, Ingreso mediano,MIC,Emisiones de CO2 (toneladas métricas per capita),2015,3.55972326
6807,Macedonia del Norte,MKD,Emisiones de CO2 (toneladas métricas per capita),2015,3.449913198
6808,Mali,MLI,Emisiones de CO2 (toneladas métricas per capita),2015,0.184608688
6809,Malta,MLT,Emisiones de CO2 (toneladas métricas per capita),2015,3.723376766
6810,Myanmar,MMR,Emisiones de CO2 (toneladas métricas per capita),2015,0.36970746
6811,Oriente Medio y Norte de Africa (excluido altos ingresos),MNA,Emisiones de CO2 (toneladas métricas per capita),2015,3.569643383
6812,Montenegro,MNE,Emisiones de CO2 (toneladas métricas per capita),2015,3.791795988
6813,Mongolia,MNG,Emisiones de CO2 (toneladas métricas per capita),2015,5.835434973
6814,Mariana,MNP,Emisiones de CO2 (toneladas métricas per capita),2015,
6815,Mozambique,MOZ,Emisiones de CO2 (toneladas métricas per capita),2015,0.204084856
6816,Mauritania,MRT,Emisiones de CO2 (toneladas métricas per capita),2015,0.751732037
6817,Mauricio,MUS,Emisiones de CO2 (toneladas métricas per capita),2015,3.136404992
6818,Malawi,MWI,Emisiones de CO2 (toneladas métricas per capita),2015,0.064320428
6819,Malasia,MYS,Emisiones de CO2 (toneladas métricas per capita),2015,7.603420444
6820,America del Norte,NAC,Emisiones de CO2 (toneladas métricas per capita),2015,15.56617047
6821,Namibia,NAM,Emisiones de CO2 (toneladas métricas per capita),2015,1.812455754
6822,Nueva Caledonia,NCL,Emisiones de CO2 (toneladas métricas per capita),2015,
6823,Niger,NER,Emisiones de CO2 (toneladas métricas per capita),2015,0.104907442
6824,Nigeria,NGA,Emisiones de CO2 (toneladas métricas per capita),2015,0.585591675
6825,Nicaragua,NIC,Emisiones de CO2 (toneladas métricas per capita),2015,0.839345518
6826,Paises Bajos,NLD,Emisiones de CO2 (toneladas métricas per capita),2015,9.290242937
6827,Noruega,NOR,Emisiones de CO2 (toneladas métricas per capita),2015,7.764858661
6828,Nepal,NPL,Emisiones de CO2 (toneladas métricas per capita),2015,0.260272199
6829,Nauru,NRU,Emisiones de CO2 (toneladas métricas per capita),2015,4.872597228
6830,Nueva Zelandia,NZL,Emisiones de CO2 (toneladas métricas per capita),2015,7.003340999
6831,Miembros OCDE,OED,Emisiones de CO2 (toneladas métricas per capita),2015,9.050330925
6832,Oman,OMN,Emisiones de CO2 (toneladas métricas per capita),2015,16.73078428
6833,Otros Estados pequeos,OSS,Emisiones de CO2 (toneladas métricas per capita),2015,6.234225724
6834,Pakistan,PAK,Emisiones de CO2 (toneladas métricas per capita),2015,0.778086203
6835,Panama,PAN,Emisiones de CO2 (toneladas métricas per capita),2015,2.681231882
6836,Peru,PER,Emisiones de CO2 (toneladas métricas per capita),2015,1.776300578
6837,Filipinas,PHL,Emisiones de CO2 (toneladas métricas per capita),2015,1.077253514
6838,Palau,PLW,Emisiones de CO2 (toneladas métricas per capita),2015,11.29032258
6839,Papua Nueva Guinea,PNG,Emisiones de CO2 (toneladas métricas per capita),2015,0.733652654
6840,Polonia,POL,Emisiones de CO2 (toneladas métricas per capita),2015,7.610021183
6841,previa al dividendo demografico,PRE,Emisiones de CO2 (toneladas métricas per capita),2015,0.494322464
6842,Puerto Rico,PRI,Emisiones de CO2 (toneladas métricas per capita),2015,
6843,"Corea, Republica Popular Democrática de",PRK,Emisiones de CO2 (toneladas métricas per capita),2015,0.993803353
6844,Portugal,PRT,Emisiones de CO2 (toneladas métricas per capita),2015,4.812853275
6845,Paraguay,PRY,Emisiones de CO2 (toneladas métricas per capita),2015,1.030681699
6846,Ribera Occidental y Gaza,PSE,Emisiones de CO2 (toneladas métricas per capita),2015,
6847,Estados pequeos de las Islas del Pacfico,PSS,Emisiones de CO2 (toneladas métricas per capita),2015,1.093761439
6848,posterior al dividendo demográfico,PST,Emisiones de CO2 (toneladas métricas per capita),2015,10.04014481
6849,Polinesia Francesa,PYF,Emisiones de CO2 (toneladas métricas per capita),2015,
6850,Qatar,QAT,Emisiones de CO2 (toneladas métricas per capita),2015,35.29042195
6851,Rumania,ROU,Emisiones de CO2 (toneladas métricas per capita),2015,3.699829468
6852,Federación de Rusia,RUS,Emisiones de CO2 (toneladas métricas per capita),2015,11.0520055
6853,Rwanda,RWA,Emisiones de CO2 (toneladas métricas per capita),2015,0.092797716
6854,Asia meridional,SAS,Emisiones de CO2 (toneladas métricas per capita),2015,1.37095835
6855,Arabia Saudita,SAU,Emisiones de CO2 (toneladas métricas per capita),2015,17.25779307
6856,Sudan,SDN,Emisiones de CO2 (toneladas métricas per capita),2015,0.504548222
6857,Senegal,SEN,Emisiones de CO2 (toneladas métricas per capita),2015,0.646794576
6858,Singapur,SGP,Emisiones de CO2 (toneladas métricas per capita),2015,8.208109049
6859,Islas Salomon,SLB,Emisiones de CO2 (toneladas métricas per capita),2015,0.496360134
6860,Sierra Leona,SLE,Emisiones de CO2 (toneladas métricas per capita),2015,0.148261607
6861,El Salvador,SLV,Emisiones de CO2 (toneladas métricas per capita),2015,1.123018116
6862,San Marino,SMR,Emisiones de CO2 (toneladas métricas per capita),2015,
6863,Somalia,SOM,Emisiones de CO2 (toneladas métricas per capita),2015,0.046948882
6864,Serbia,SRB,Emisiones de CO2 (toneladas métricas per capita),2015,6.399950503
6865,Africa al sur del Sahara (excluido altos ingresos),SSA,Emisiones de CO2 (toneladas métricas per capita),2015,0.763559116
6866,Sudan del Sur,SSD,Emisiones de CO2 (toneladas métricas per capita),2015,0.175928837
6867,Africa al sur del Sahara,SSF,Emisiones de CO2 (toneladas métricas per capita),2015,0.76398389
6868,Pequeños Estados,SST,Emisiones de CO2 (toneladas métricas per capita),2015,5.769474709
6869,Santo Tome y Principe,STP,Emisiones de CO2 (toneladas métricas per capita),2015,0.61454625
6870,Suriname,SUR,Emisiones de CO2 (toneladas métricas per capita),2015,4.733654807
6871,Republica Eslovaca,SVK,Emisiones de CO2 (toneladas métricas per capita),2015,5.670137972
6872,Eslovenia,SVN,Emisiones de CO2 (toneladas métricas per capita),2015,6.367580618
6873,Suecia,SWE,Emisiones de CO2 (toneladas métricas per capita),2015,3.992178534
6874,Eswatini,SWZ,Emisiones de CO2 (toneladas métricas per capita),2015,0.895905942
6875,Sint Maarten (Dutch part),SXM,Emisiones de CO2 (toneladas métricas per capita),2015,
6876,Seychelles,SYC,Emisiones de CO2 (toneladas métricas per capita),2015,5.350089382
6877,Republica Arabe Siria,SYR,Emisiones de CO2 (toneladas métricas per capita),2015,1.315306737
6878,Islas Turcas y Caicos,TCA,Emisiones de CO2 (toneladas métricas per capita),2015,
6879,Chad,TCD,Emisiones de CO2 (toneladas métricas per capita),2015,0.104563037
6880,Asia oriental y el Pacífico (BIRF y la AIF),TEA,Emisiones de CO2 (toneladas métricas per capita),2015,5.546539491
6881,Europa y Asia central (BIRF y la AIF),TEC,Emisiones de CO2 (toneladas métricas per capita),2015,6.873917536
6882,Togo,TGO,Emisiones de CO2 (toneladas métricas per capita),2015,0.244285302
6883,Tailandia,THA,Emisiones de CO2 (toneladas métricas per capita),2015,3.824676098
6884,Tayikistan,TJK,Emisiones de CO2 (toneladas métricas per capita),2015,0.575406353
6885,Turkmenistan,TKM,Emisiones de CO2 (toneladas métricas per capita),2015,11.06015142
6886,America Latina y el Caribe (BIRF y la AIF),TLA,Emisiones de CO2 (toneladas métricas per capita),2015,2.838106972
6887,Timor-Leste,TLS,Emisiones de CO2 (toneladas métricas per capita),2015,0.36257695
6888,Oriente Medio y Norte de Africa (BIRF y la AIF),TMN,Emisiones de CO2 (toneladas métricas per capita),2015,3.610413752
6889,Tonga,TON,Emisiones de CO2 (toneladas métricas per capita),2015,1.035600535
6890,Asia meridional (BIRF y la AIF),TSA,Emisiones de CO2 (toneladas métricas per capita),2015,1.37095835
